FLOWDATE,FLOWHOUR,Predicted_SBIL_MWH,Run_Timestamp,MACRO_INDEX
20241218,15,433.1109924316406,2024-12-18 14:42:16.616885,MACRONORD
20241218,16,889.8179931640625,2024-12-18 14:42:16.616885,MACRONORD
20241218,17,582.1599731445312,2024-12-18 14:42:16.616885,MACRONORD
20241218,18,-417.5650024414063,2024-12-18 14:42:16.616885,MACRONORD
20241218,15,85.50299835205078,2024-12-18 14:44:05.004362,MACROSUD
20241218,16,-312.7669982910156,2024-12-18 14:44:05.004362,MACROSUD
20241218,17,233.62399291992188,2024-12-18 14:44:05.004362,MACROSUD
20241218,18,-93.4739990234375,2024-12-18 14:44:05.004362,MACROSUD
20241218,16,227.88299560546875,2024-12-18 15:42:01.019451,MACRONORD
20241218,17,608.1400146484375,2024-12-18 15:42:01.019451,MACRONORD
20241218,18,600.5919799804688,2024-12-18 15:42:01.019451,MACRONORD
20241218,19,43.19900131225586,2024-12-18 15:42:01.019451,MACRONORD
20241218,16,96.36000061035156,2024-12-18 15:43:47.769635,MACROSUD
20241218,17,86.052001953125,2024-12-18 15:43:47.769635,MACROSUD
20241218,18,-80.0199966430664,2024-12-18 15:43:47.769635,MACROSUD
20241218,19,259.2929992675781,2024-12-18 15:43:47.769635,MACROSUD
